Search Results: 2020 
FIPS code,State,County,Jurisdiction,Jurisdiction Type,Make,Model,Equipment Type,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
"3003900000","Montana","Granite","Granite County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3003900000","Montana","Granite","Granite County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3004100000","Montana","Hill","Hill County","County","Election Systems & Software","Model 650","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3004100000","Montana","Hill","Hill County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3004100000","Montana","Hill","Hill County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3004100000","Montana","Hill","Hill County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3004300000","Montana","Jefferson","Jefferson County","County","Election Systems & Software","DS450","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3004300000","Montana","Jefferson","Jefferson County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3004300000","Montana","Jefferson","Jefferson County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3004300000","Montana","Jefferson","Jefferson County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3004500000","Montana","Judith Basin","Judith Basin County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3004500000","Montana","Judith Basin","Judith Basin County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3004500000","Montana","Judith Basin","Judith Basin County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3004500000","Montana","Judith Basin","Judith Basin County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3004700000","Montana","Lake","Lake County","County","Election Systems & Software","DS450","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3004700000","Montana","Lake","Lake County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3004700000","Montana","Lake","Lake County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3004700000","Montana","Lake","Lake County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3004900000","Montana","Lewis and Clark","Lewis and Clark County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3004900000","Montana","Lewis and Clark","Lewis and Clark County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3004900000","Montana","Lewis and Clark","Lewis and Clark County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3004900000","Montana","Lewis and Clark","Lewis and Clark County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3005100000","Montana","Liberty","Liberty County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3005100000","Montana","Liberty","Liberty County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3005100000","Montana","Liberty","Liberty County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3005100000","Montana","Liberty","Liberty County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3005300000","Montana","Lincoln","Lincoln County","County","Election Systems & Software","Model 650","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3005300000","Montana","Lincoln","Lincoln County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3005300000","Montana","Lincoln","Lincoln County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3005300000","Montana","Lincoln","Lincoln County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3005700000","Montana","Madison","Madison County","County","Election Systems & Software","Model 650","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3005700000","Montana","Madison","Madison County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3005700000","Montana","Madison","Madison County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3005700000","Montana","Madison","Madison County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3005500000","Montana","McCone","McCone County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3005500000","Montana","McCone","McCone County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3005500000","Montana","McCone","McCone County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3005500000","Montana","McCone","McCone County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3005900000","Montana","Meagher","Meagher County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3005900000","Montana","Meagher","Meagher County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3005900000","Montana","Meagher","Meagher County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3005900000","Montana","Meagher","Meagher County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3006100000","Montana","Mineral","Mineral County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3006100000","Montana","Mineral","Mineral County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3006100000","Montana","Mineral","Mineral County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3006100000","Montana","Mineral","Mineral County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3006300000","Montana","Missoula","Missoula County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","No",
"3006300000","Montana","Missoula","Missoula County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3006300000","Montana","Missoula","Missoula County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"3006300000","Montana","Missoula","Missoula County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3006300000","Montana","Missoula","Missoula County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3006500000","Montana","Musselshell","Musselshell County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3006500000","Montana","Musselshell","Musselshell County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3006500000","Montana","Musselshell","Musselshell County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3006500000","Montana","Musselshell","Musselshell County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3006700000","Montana","Park","Park County","County","Election Systems & Software","DS450","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3006700000","Montana","Park","Park County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3006700000","Montana","Park","Park County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3006700000","Montana","Park","Park County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3006900000","Montana","Petroleum","Petroleum County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3006900000","Montana","Petroleum","Petroleum County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3006900000","Montana","Petroleum","Petroleum County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3006900000","Montana","Petroleum","Petroleum County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3007100000","Montana","Phillips","Phillips County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3007100000","Montana","Phillips","Phillips County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3007100000","Montana","Phillips","Phillips County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3007100000","Montana","Phillips","Phillips County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3007300000","Montana","Pondera","Pondera County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3007300000","Montana","Pondera","Pondera County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3007300000","Montana","Pondera","Pondera County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3007300000","Montana","Pondera","Pondera County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3007500000","Montana","Powder River","Powder River County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3007500000","Montana","Powder River","Powder River County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3007500000","Montana","Powder River","Powder River County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3007500000","Montana","Powder River","Powder River County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3007700000","Montana","Powell","Powell County","County","Election Systems & Software","Model 650","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3007700000","Montana","Powell","Powell County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3007700000","Montana","Powell","Powell County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3007700000","Montana","Powell","Powell County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3007900000","Montana","Prairie","Prairie County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3007900000","Montana","Prairie","Prairie County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3007900000","Montana","Prairie","Prairie County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3007900000","Montana","Prairie","Prairie County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3008100000","Montana","Ravalli","Ravalli County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3008100000","Montana","Ravalli","Ravalli County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3008100000","Montana","Ravalli","Ravalli County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3008100000","Montana","Ravalli","Ravalli County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3008300000","Montana","Richland","Richland County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3008300000","Montana","Richland","Richland County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3008300000","Montana","Richland","Richland County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3008300000","Montana","Richland","Richland County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3008500000","Montana","Roosevelt","Roosevelt County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
